Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
11/Feb/2017,CHENNAI,6500,900,1100,1000
13/Feb/2017,CHENNAI,6000,1000,1200,1100
14/Feb/2017,CHENNAI,6200,1000,1100,1050
15/Feb/2017,CHENNAI,8000,900,1200,1000
16/Feb/2017,CHENNAI,6000,1000,1200,1100
17/Feb/2017,CHENNAI,6500,1000,1200,1100
18/Feb/2017,CHENNAI,6000,1000,1200,1100
21/Feb/2017,CHENNAI,6200,1000,1100,1050
22/Feb/2017,CHENNAI,6000,1000,1200,1100
23/Feb/2017,CHENNAI,6200,1000,1300,1200
25/Feb/2017,CHENNAI,6500,1000,1200,1100
27/Feb/2017,CHENNAI,6000,1000,1200,1100
28/Feb/2017,CHENNAI,6500,1000,1200,1100
01/Mar/2017,CHENNAI,7000,1000,1200,1100
02/Mar/2017,CHENNAI,7000,900,1200,1000
03/Mar/2017,CHENNAI,6000,1000,1200,1100
04/Mar/2017,CHENNAI,6200,1000,1200,1100
06/Mar/2017,CHENNAI,6500,1100,1300,1200
07/Mar/2017,CHENNAI,6000,1100,1300,1200
08/Mar/2017,CHENNAI,6200,1000,1200,1100
09/Mar/2017,CHENNAI,6000,1000,1200,1100
10/Mar/2017,CHENNAI,6200,1000,1200,1100
11/Mar/2017,CHENNAI,6000,1000,1200,1100
14/Mar/2017,CHENNAI,6500,1000,1200,1100
15/Mar/2017,CHENNAI,6000,1000,1200,1100
16/Mar/2017,CHENNAI,5500,1000,1200,1100
17/Mar/2017,CHENNAI,5800,1100,1300,1200
18/Mar/2017,CHENNAI,6000,1100,1300,1200
20/Mar/2017,CHENNAI,6200,1000,1200,1100
21/Mar/2017,CHENNAI,6000,900,1100,1000
22/Mar/2017,CHENNAI,6500,1000,1200,1100
24/Mar/2017,CHENNAI,6000,900,1100,1000
25/Mar/2017,CHENNAI,5500,900,1100,1000
27/Mar/2017,CHENNAI,5300,900,1100,1000
28/Mar/2017,CHENNAI,5500,900,1100,1000
29/Mar/2017,CHENNAI,6000,900,1100,1000
30/Mar/2017,CHENNAI,5500,1100,1300,1200
31/Mar/2017,CHENNAI,5000,1100,1300,1200
01/Apr/2017,CHENNAI,4500,1000,1200,1100
05/Apr/2017,CHENNAI,4500,1200,1400,1300
06/Apr/2017,CHENNAI,5000,1200,1400,1300
07/Apr/2017,CHENNAI,3500,1100,1300,1200
08/Apr/2017,CHENNAI,4500,1100,1300,1200
10/Apr/2017,CHENNAI,5500,900,1200,1000
11/Apr/2017,CHENNAI,5800,1000,1200,1100
12/Apr/2017,CHENNAI,3000,1100,1600,1400
13/Apr/2017,CHENNAI,6000,1000,1200,1100
15/Apr/2017,CHENNAI,6200,1000,1200,1100
17/Apr/2017,CHENNAI,6000,1100,1300,1200
18/Apr/2017,CHENNAI,5500,1100,1300,1200
19/Apr/2017,CHENNAI,5800,1000,1300,1200
20/Apr/2017,CHENNAI,6200,1000,1200,1100
21/Apr/2017,CHENNAI,2800,1100,1300,1200
22/Apr/2017,CHENNAI,5500,1100,1300,1200
24/Apr/2017,CHENNAI,5800,1200,1400,1300
26/Apr/2017,CHENNAI,6000,1200,1400,1300
27/Apr/2017,CHENNAI,5000,1100,1300,1200
28/Apr/2017,CHENNAI,5500,1000,1400,1200
29/Apr/2017,CHENNAI,5800,1000,1400,1200
17/Jan/2017,CHICKBALLAPUR(KNT),160,400,800,600
22/Mar/2017,CHICKBALLAPUR(KNT),520,800,1100,1000
02/Jan/2017,DEESA(GUJ),1400,500,900,700
03/Jan/2017,DEESA(GUJ),600,500,900,700
05/Jan/2017,DEESA(GUJ),600,500,900,700
07/Jan/2017,DEESA(GUJ),800,500,800,650
10/Jan/2017,DEESA(GUJ),600,500,800,650
18/Jan/2017,DEESA(GUJ),280,700,900,800
19/Jan/2017,DEESA(GUJ),210,700,900,800
20/Jan/2017,DEESA(GUJ),280,700,900,800
21/Jan/2017,DEESA(GUJ),280,250,570,410
23/Jan/2017,DEESA(GUJ),350,600,900,750
24/Jan/2017,DEESA(GUJ),210,600,900,750
30/Jan/2017,DEESA(GUJ),350,600,900,750
31/Jan/2017,DEESA(GUJ),280,600,1000,800
03/Feb/2017,DEESA(GUJ),245,600,1000,800
04/Feb/2017,DEESA(GUJ),210,600,1000,800
06/Feb/2017,DEESA(GUJ),280,600,1000,800
07/Feb/2017,DEESA(GUJ),245,600,1000,800
08/Feb/2017,DEESA(GUJ),175,600,1000,800
10/Feb/2017,DEESA(GUJ),315,600,1000,800
11/Feb/2017,DEESA(GUJ),210,500,1000,750
14/Feb/2017,DEESA(GUJ),175,500,1000,750
16/Feb/2017,DEESA(GUJ),245,500,1000,750
17/Feb/2017,DEESA(GUJ),280,500,1000,750
18/Feb/2017,DEESA(GUJ),210,500,1000,750
20/Feb/2017,DEESA(GUJ),420,500,1000,750
21/Feb/2017,DEESA(GUJ),210,500,1000,750
23/Feb/2017,DEESA(GUJ),280,500,1000,750
25/Feb/2017,DEESA(GUJ),420,500,1000,750
27/Feb/2017,DEESA(GUJ),525,500,1000,750
28/Feb/2017,DEESA(GUJ),210,500,1000,750
01/Mar/2017,DEESA(GUJ),280,500,1000,750
02/Mar/2017,DEESA(GUJ),280,500,1000,750
04/Mar/2017,DEESA(GUJ),175,500,1000,750
06/Mar/2017,DEESA(GUJ),315,500,1000,750
07/Mar/2017,DEESA(GUJ),420,500,1000,750
10/Mar/2017,DEESA(GUJ),280,500,1000,750
11/Mar/2017,DEESA(GUJ),280,500,900,700
14/Mar/2017,DEESA(GUJ),385,500,800,650
15/Mar/2017,DEESA(GUJ),350,500,800,650
16/Mar/2017,DEESA(GUJ),280,500,800,650
17/Mar/2017,DEESA(GUJ),210,500,800,650
18/Mar/2017,DEESA(GUJ),280,500,800,650
21/Mar/2017,DEESA(GUJ),350,500,800,650
22/Mar/2017,DEESA(GUJ),210,550,750,650
23/Mar/2017,DEESA(GUJ),140,550,750,650
24/Mar/2017,DEESA(GUJ),381,550,750,650
27/Mar/2017,DEESA(GUJ),609,400,800,600
28/Mar/2017,DEESA(GUJ),609,400,800,600
29/Mar/2017,DEESA(GUJ),262,400,800,600
30/Mar/2017,DEESA(GUJ),280,500,800,650
31/Mar/2017,DEESA(GUJ),262,500,800,650
01/Apr/2017,DEESA(GUJ),175,500,800,650
04/Apr/2017,DEESA(GUJ),350,400,700,550
05/Apr/2017,DEESA(GUJ),350,400,700,550
06/Apr/2017,DEESA(GUJ),472,450,800,625
07/Apr/2017,DEESA(GUJ),245,400,800,600
08/Apr/2017,DEESA(GUJ),245,400,800,600
12/Apr/2017,DEESA(GUJ),315,400,800,600
15/Apr/2017,DEESA(GUJ),280,500,900,700
17/Apr/2017,DEESA(GUJ),350,500,900,700
18/Apr/2017,DEESA(GUJ),350,500,900,700
19/Apr/2017,DEESA(GUJ),315,450,900,675
20/Apr/2017,DEESA(GUJ),315,500,900,700
22/Apr/2017,DEESA(GUJ),350,400,800,600
24/Apr/2017,DEESA(GUJ),800,400,800,600
25/Apr/2017,DEESA(GUJ),245,500,800,650
27/Apr/2017,DEESA(GUJ),245,400,700,550
28/Apr/2017,DEESA(GUJ),800,400,700,550
02/Jan/2017,DEHRADOON(UTT),367,400,700,600
03/Jan/2017,DEHRADOON(UTT),642,400,700,500
04/Jan/2017,DEHRADOON(UTT),972,500,700,600
07/Jan/2017,DEHRADOON(UTT),647,600,800,700
09/Jan/2017,DEHRADOON(UTT),623,600,800,700
10/Jan/2017,DEHRADOON(UTT),770,500,700,600
11/Jan/2017,DEHRADOON(UTT),1790,500,900,700
12/Jan/2017,DEHRADOON(UTT),1276,500,700,600
13/Jan/2017,DEHRADOON(UTT),889,600,800,700
16/Jan/2017,DEHRADOON(UTT),235,500,700,600
18/Jan/2017,DEHRADOON(UTT),410,600,800,700
19/Jan/2017,DEHRADOON(UTT),375,600,800,700
20/Jan/2017,DEHRADOON(UTT),187,500,900,700
21/Jan/2017,DEHRADOON(UTT),1647,600,1000,800
24/Jan/2017,DEHRADOON(UTT),971,600,1000,800
25/Jan/2017,DEHRADOON(UTT),689,600,800,700
27/Jan/2017,DEHRADOON(UTT),756,600,1000,800
28/Jan/2017,DEHRADOON(UTT),1230,400,700,600
30/Jan/2017,DEHRADOON(UTT),597,500,800,700
31/Jan/2017,DEHRADOON(UTT),1558,600,800,700
02/Feb/2017,DEHRADOON(UTT),209,500,900,700
03/Feb/2017,DEHRADOON(UTT),416,500,900,700
04/Feb/2017,DEHRADOON(UTT),571,500,900,700
06/Feb/2017,DEHRADOON(UTT),660,500,850,600
07/Feb/2017,DEHRADOON(UTT),895,500,700,600
08/Feb/2017,DEHRADOON(UTT),846,700,900,850
10/Feb/2017,DEHRADOON(UTT),564,500,1000,700
13/Feb/2017,DEHRADOON(UTT),607,500,900,700
14/Feb/2017,DEHRADOON(UTT),1265,600,900,700
16/Feb/2017,DEHRADOON(UTT),603,500,900,700
17/Feb/2017,DEHRADOON(UTT),855,500,900,700
21/Feb/2017,DEHRADOON(UTT),1085,500,900,700
22/Feb/2017,DEHRADOON(UTT),521,500,900,700
23/Feb/2017,DEHRADOON(UTT),985,500,900,700
25/Feb/2017,DEHRADOON(UTT),1134,500,850,700
28/Feb/2017,DEHRADOON(UTT),558,500,800,600
01/Mar/2017,DEHRADOON(UTT),568,500,750,600
02/Mar/2017,DEHRADOON(UTT),1538,475,750,550
03/Mar/2017,DEHRADOON(UTT),571,500,700,600
04/Mar/2017,DEHRADOON(UTT),809,500,700,600
06/Mar/2017,DEHRADOON(UTT),1100,500,700,600
07/Mar/2017,DEHRADOON(UTT),1861,250,450,350
08/Mar/2017,DEHRADOON(UTT),584,500,650,600
09/Mar/2017,DEHRADOON(UTT),200,500,600,550
15/Mar/2017,DEHRADOON(UTT),1442,500,800,600
16/Mar/2017,DEHRADOON(UTT),662,500,900,600
18/Mar/2017,DEHRADOON(UTT),184,650,1050,900
20/Mar/2017,DEHRADOON(UTT),359,600,1000,800
21/Mar/2017,DEHRADOON(UTT),978,500,900,700
22/Mar/2017,DEHRADOON(UTT),1854,600,950,700
23/Mar/2017,DEHRADOON(UTT),666,500,900,700
24/Mar/2017,DEHRADOON(UTT),1030,500,900,700
25/Mar/2017,DEHRADOON(UTT),735,600,1000,700
27/Mar/2017,DEHRADOON(UTT),568,600,900,800
28/Mar/2017,DEHRADOON(UTT),1866,500,900,700
30/Mar/2017,DEHRADOON(UTT),1168,600,900,700
31/Mar/2017,DEHRADOON(UTT),593,500,900,700
01/Apr/2017,DEHRADOON(UTT),370,600,800,700
02/Apr/2017,DEHRADOON(UTT),555,500,900,700
04/Apr/2017,DEHRADOON(UTT),332,500,1000,700
05/Apr/2017,DEHRADOON(UTT),567,500,700,600
06/Apr/2017,DEHRADOON(UTT),416,600,900,700
07/Apr/2017,DEHRADOON(UTT),711,500,900,700
08/Apr/2017,DEHRADOON(UTT),1164,500,900,700
09/Apr/2017,DEHRADOON(UTT),978,600,1050,800
10/Apr/2017,DEHRADOON(UTT),688,600,900,700
11/Apr/2017,DEHRADOON(UTT),803,600,900,700
12/Apr/2017,DEHRADOON(UTT),1066,500,700,600
13/Apr/2017,DEHRADOON(UTT),1576,500,700,600
14/Apr/2017,DEHRADOON(UTT),728,500,700,600
15/Apr/2017,DEHRADOON(UTT),1522,550,800,650
16/Apr/2017,DEHRADOON(UTT),1304,500,900,600
17/Apr/2017,DEHRADOON(UTT),698,500,700,600
18/Apr/2017,DEHRADOON(UTT),1956,550,900,750
19/Apr/2017,DEHRADOON(UTT),610,600,900,700
20/Apr/2017,DEHRADOON(UTT),1650,500,700,600
21/Apr/2017,DEHRADOON(UTT),220,600,900,700
22/Apr/2017,DEHRADOON(UTT),1283,600,900,700
23/Apr/2017,DEHRADOON(UTT),492,500,700,600
24/Apr/2017,DEHRADOON(UTT),1036,600,900,700
25/Apr/2017,DEHRADOON(UTT),283,500,900,700
26/Apr/2017,DEHRADOON(UTT),1106,500,850,700
27/Apr/2017,DEHRADOON(UTT),1182,600,900,700
28/Apr/2017,DEHRADOON(UTT),389,500,700,600
29/Apr/2017,DEHRADOON(UTT),908,500,800,700
02/Jan/2017,DELHI,4060,300,1200,700
03/Jan/2017,DELHI,18390,300,1200,688
04/Jan/2017,DELHI,7309,200,1200,688
05/Jan/2017,DELHI,20000,300,1150,700
06/Jan/2017,DELHI,7598,375,1150,817
07/Jan/2017,DELHI,8726,375,1150,817
09/Jan/2017,DELHI,3401,375,1125,822
10/Jan/2017,DELHI,13526,375,1125,822
11/Jan/2017,DELHI,11874,375,1125,822
12/Jan/2017,DELHI,9675,375,1125,822
13/Jan/2017,DELHI,10041,375,1125,822
16/Jan/2017,DELHI,4089,250,1050,763
17/Jan/2017,DELHI,5015,240,1150,623
18/Jan/2017,DELHI,7944,250,1050,763
19/Jan/2017,DELHI,4760,400,1050,760
20/Jan/2017,DELHI,10669,300,1050,747
21/Jan/2017,DELHI,4101,250,1000,703
23/Jan/2017,DELHI,1694,250,1000,751
24/Jan/2017,DELHI,10270,250,1000,751
25/Jan/2017,DELHI,11775,250,1000,751
27/Jan/2017,DELHI,2288,250,1000,751
28/Jan/2017,DELHI,17762,250,1000,735
30/Jan/2017,DELHI,13735,250,1000,735
31/Jan/2017,DELHI,6757,250,1050,739
01/Feb/2017,DELHI,4455,250,1050,722
02/Feb/2017,DELHI,6038,250,1050,722
03/Feb/2017,DELHI,8925,250,1000,713
04/Feb/2017,DELHI,10286,250,1000,713
06/Feb/2017,DELHI,14453,500,1000,715
07/Feb/2017,DELHI,19599,375,1000,714
08/Feb/2017,DELHI,14800,375,1100,714
09/Feb/2017,DELHI,9523,375,1000,714
10/Feb/2017,DELHI,5569,175,1000,689
13/Feb/2017,DELHI,15716,175,1000,689
14/Feb/2017,DELHI,12328,500,1000,689
15/Feb/2017,DELHI,8537,175,1000,689
16/Feb/2017,DELHI,2383,175,1000,689
17/Feb/2017,DELHI,16736,500,1000,689
18/Feb/2017,DELHI,5353,250,1125,717
20/Feb/2017,DELHI,13311,250,1125,717
21/Feb/2017,DELHI,15245,250,1000,708
22/Feb/2017,DELHI,7431,250,1125,708
23/Feb/2017,DELHI,7158,250,1100,681
25/Feb/2017,DELHI,22367,250,1000,692
27/Feb/2017,DELHI,4081,250,1075,689
28/Feb/2017,DELHI,18566,250,1075,689
01/Mar/2017,DELHI,3924,250,1075,689
02/Mar/2017,DELHI,16944,250,1075,689
03/Mar/2017,DELHI,10755,250,1100,731
04/Mar/2017,DELHI,8167,250,1100,731
06/Mar/2017,DELHI,5453,375,1100,758
07/Mar/2017,DELHI,7588,375,1100,758
08/Mar/2017,DELHI,13894,375,1100,758
09/Mar/2017,DELHI,8522,375,1100,758
14/Mar/2017,DELHI,2555,375,1100,814
15/Mar/2017,DELHI,18727,375,1100,814
16/Mar/2017,DELHI,8277,375,1063,722
17/Mar/2017,DELHI,3848,375,1063,722
18/Mar/2017,DELHI,12303,375,1063,722
20/Mar/2017,DELHI,1050,375,1063,722
21/Mar/2017,DELHI,19388,375,1063,722
22/Mar/2017,DELHI,14244,375,1063,750
23/Mar/2017,DELHI,6625,375,1063,750
24/Mar/2017,DELHI,4444,375,1063,744
25/Mar/2017,DELHI,9697,375,1063,744
27/Mar/2017,DELHI,11730,375,1063,744
28/Mar/2017,DELHI,23160,375,1063,744
29/Mar/2017,DELHI,11567,375,1000,731
30/Mar/2017,DELHI,3998,375,1000,735
31/Mar/2017,DELHI,4489,375,1000,731
01/Apr/2017,DELHI,4694,375,1000,731
03/Apr/2017,DELHI,586,375,1000,725
04/Apr/2017,DELHI,6805,375,1000,725
05/Apr/2017,DELHI,3840,375,1075,758
06/Apr/2017,DELHI,13011,375,1075,758
07/Apr/2017,DELHI,16202,375,1075,753
10/Apr/2017,DELHI,12432,375,1075,739
11/Apr/2017,DELHI,15039,375,1075,739
12/Apr/2017,DELHI,13549,375,1075,739
13/Apr/2017,DELHI,10888,375,1075,739
15/Apr/2017,DELHI,12837,375,1075,739
17/Apr/2017,DELHI,2481,375,1075,739
18/Apr/2017,DELHI,17248,375,1075,739
19/Apr/2017,DELHI,9555,375,950,736
20/Apr/2017,DELHI,10562,375,950,736
21/Apr/2017,DELHI,9769,375,950,733
22/Apr/2017,DELHI,10844,375,950,733
24/Apr/2017,DELHI,2914,375,950,733
25/Apr/2017,DELHI,14301,375,950,717
26/Apr/2017,DELHI,980,375,950,717
27/Apr/2017,DELHI,6317,375,950,717
28/Apr/2017,DELHI,8413,375,950,717
29/Apr/2017,DELHI,10604,375,950,717
02/Jan/2017,DEORIA(UP),800,925,945,935
03/Jan/2017,DEORIA(UP),800,900,950,920
04/Jan/2017,DEORIA(UP),750,900,930,910
06/Jan/2017,DEORIA(UP),850,900,930,925
07/Jan/2017,DEORIA(UP),700,900,950,920
09/Jan/2017,DEORIA(UP),650,900,960,930
10/Jan/2017,DEORIA(UP),600,925,940,935
11/Jan/2017,DEORIA(UP),700,900,970,940
12/Jan/2017,DEORIA(UP),850,930,965,950
13/Jan/2017,DEORIA(UP),800,925,985,945
17/Jan/2017,DEORIA(UP),70,650,700,680
19/Jan/2017,DEORIA(UP),60,925,965,950
20/Jan/2017,DEORIA(UP),650,920,980,950
25/Jan/2017,DEORIA(UP),7500,960,990,970
27/Jan/2017,DEORIA(UP),750,945,995,965
30/Jan/2017,DEORIA(UP),600,900,975,945
03/Feb/2017,DEORIA(UP),600,900,980,950
06/Feb/2017,DEORIA(UP),750,920,985,960
07/Feb/2017,DEORIA(UP),700,900,1000,970
08/Feb/2017,DEORIA(UP),650,960,990,975
09/Feb/2017,DEORIA(UP),700,950,995,985
10/Feb/2017,DEORIA(UP),750,970,1000,985
14/Feb/2017,DEORIA(UP),70,900,1000,975
17/Feb/2017,DEORIA(UP),700,900,985,925
20/Feb/2017,DEORIA(UP),720,880,950,910
21/Feb/2017,DEORIA(UP),550,890,920,900
22/Feb/2017,DEORIA(UP),500,850,950,900
23/Feb/2017,DEORIA(UP),580,950,975,960
27/Feb/2017,DEORIA(UP),600,900,925,910
01/Mar/2017,DEORIA(UP),550,920,965,950
02/Mar/2017,DEORIA(UP),550,900,940,925
07/Mar/2017,DEORIA(UP),700,900,955,925
08/Mar/2017,DEORIA(UP),800,900,965,935
09/Mar/2017,DEORIA(UP),750,940,950,945
16/Mar/2017,DEORIA(UP),800,900,980,950
17/Mar/2017,DEORIA(UP),600,900,1000,945
18/Mar/2017,DEORIA(UP),800,900,1000,950
20/Mar/2017,DEORIA(UP),900,900,980,925
21/Mar/2017,DEORIA(UP),600,885,950,900
22/Mar/2017,DEORIA(UP),65,900,930,920
23/Mar/2017,DEORIA(UP),625,900,950,925
24/Mar/2017,DEORIA(UP),630,900,985,940
25/Mar/2017,DEORIA(UP),750,900,940,925
27/Mar/2017,DEORIA(UP),700,925,1000,950
30/Mar/2017,DEORIA(UP),650,935,960,950
06/Apr/2017,DEORIA(UP),500,960,985,970
07/Apr/2017,DEORIA(UP),550,950,990,975
09/Apr/2017,DEORIA(UP),650,900,980,935
10/Apr/2017,DEORIA(UP),1000,900,960,925
12/Apr/2017,DEORIA(UP),700,900,930,915
13/Apr/2017,DEORIA(UP),800,900,1000,940
18/Apr/2017,DEORIA(UP),700,900,935,920
19/Apr/2017,DEORIA(UP),800,900,950,920
21/Apr/2017,DEORIA(UP),60,880,950,900
22/Apr/2017,DEORIA(UP),650,880,920,900
23/Apr/2017,DEORIA(UP),500,900,925,915
24/Apr/2017,DEORIA(UP),680,900,935,910
25/Apr/2017,DEORIA(UP),700,880,950,915
27/Apr/2017,DEORIA(UP),750,900,925,915
29/Apr/2017,DEORIA(UP),550,900,930,915
02/Jan/2017,DEVALA(MS),9550,451,812,740
03/Jan/2017,DEVALA(MS),8650,500,800,730
04/Jan/2017,DEVALA(MS),9500,451,799,730
05/Jan/2017,DEVALA(MS),10000,400,764,700
06/Jan/2017,DEVALA(MS),11700,400,750,651
09/Jan/2017,DEVALA(MS),370,241,605,400
10/Jan/2017,DEVALA(MS),12050,351,708,625
11/Jan/2017,DEVALA(MS),11000,401,704,625
12/Jan/2017,DEVALA(MS),9450,351,675,575
13/Jan/2017,DEVALA(MS),9800,350,659,575
16/Jan/2017,DEVALA(MS),9450,400,677,575
18/Jan/2017,DEVALA(MS),7000,351,669,600
19/Jan/2017,DEVALA(MS),7850,351,672,575
20/Jan/2017,DEVALA(MS),7500,401,678,590
23/Jan/2017,DEVALA(MS),9800,351,640,550
24/Jan/2017,DEVALA(MS),7750,351,671,570
25/Jan/2017,DEVALA(MS),8800,351,682,565
30/Jan/2017,DEVALA(MS),10700,350,591,500
31/Jan/2017,DEVALA(MS),10450,300,585,500
01/Feb/2017,DEVALA(MS),9750,300,600,475
02/Feb/2017,DEVALA(MS),9650,301,570,451
06/Feb/2017,DEVALA(MS),10600,251,600,475
07/Feb/2017,DEVALA(MS),9500,251,616,475
08/Feb/2017,DEVALA(MS),10200,250,587,471
09/Feb/2017,DEVALA(MS),11550,250,560,450
10/Feb/2017,DEVALA(MS),8278,251,600,450
13/Feb/2017,DEVALA(MS),7450,251,552,475
14/Feb/2017,DEVALA(MS),10550,250,600,475
15/Feb/2017,DEVALA(MS),10200,250,501,401
16/Feb/2017,DEVALA(MS),10650,251,551,450
18/Feb/2017,DEVALA(MS),6845,250,574,475
20/Feb/2017,DEVALA(MS),9880,251,597,475
22/Feb/2017,DEVALA(MS),10600,300,625,525
23/Feb/2017,DEVALA(MS),8530,300,625,500
27/Feb/2017,DEVALA(MS),9700,451,650,565
28/Feb/2017,DEVALA(MS),8500,400,624,551
01/Mar/2017,DEVALA(MS),8500,400,646,551
02/Mar/2017,DEVALA(MS),135,300,491,450
03/Mar/2017,DEVALA(MS),9530,401,631,551
06/Mar/2017,DEVALA(MS),9600,351,651,551
07/Mar/2017,DEVALA(MS),7400,400,675,565
08/Mar/2017,DEVALA(MS),8050,400,634,550
09/Mar/2017,DEVALA(MS),3410,351,619,525
15/Mar/2017,DEVALA(MS),11000,301,571,501
16/Mar/2017,DEVALA(MS),6850,251,578,500
17/Mar/2017,DEVALA(MS),5880,251,583,475
20/Mar/2017,DEVALA(MS),7500,400,620,525
21/Mar/2017,DEVALA(MS),5000,350,649,600
22/Mar/2017,DEVALA(MS),5000,350,640,600
23/Mar/2017,DEVALA(MS),7530,350,638,550
24/Mar/2017,DEVALA(MS),7000,400,675,580
17/Apr/2017,DEVALA(MS),3030,450,592,550
18/Apr/2017,DEVALA(MS),2995,400,600,525
19/Apr/2017,DEVALA(MS),3000,350,600,500
20/Apr/2017,DEVALA(MS),3180,300,551,475
21/Apr/2017,DEVALA(MS),2900,300,600,475
25/Apr/2017,DEVALA(MS),4225,300,543,475
27/Apr/2017,DEVALA(MS),2920,275,575,475
02/Jan/2017,DHAVANGERE(KNT),450,200,1000,600
03/Jan/2017,DHAVANGERE(KNT),500,200,1000,600
04/Jan/2017,DHAVANGERE(KNT),650,200,1050,625
05/Jan/2017,DHAVANGERE(KNT),500,100,900,500
06/Jan/2017,DHAVANGERE(KNT),650,200,850,525
10/Jan/2017,DHAVANGERE(KNT),500,200,1000,600
11/Jan/2017,DHAVANGERE(KNT),550,200,900,550
16/Jan/2017,DHAVANGERE(KNT),600,200,1000,600
18/Jan/2017,DHAVANGERE(KNT),650,200,900,550
19/Jan/2017,DHAVANGERE(KNT),550,200,900,550
24/Jan/2017,DHAVANGERE(KNT),550,300,900,600
25/Jan/2017,DHAVANGERE(KNT),600,300,900,600
27/Jan/2017,DHAVANGERE(KNT),550,300,900,600
28/Jan/2017,DHAVANGERE(KNT),550,300,900,600
30/Jan/2017,DHAVANGERE(KNT),550,300,900,600
31/Jan/2017,DHAVANGERE(KNT),420,300,950,625
01/Feb/2017,DHAVANGERE(KNT),600,300,950,625
02/Feb/2017,DHAVANGERE(KNT),450,300,900,600
03/Feb/2017,DHAVANGERE(KNT),480,300,900,600
04/Feb/2017,DHAVANGERE(KNT),500,300,1000,650
06/Feb/2017,DHAVANGERE(KNT),500,300,900,650
07/Feb/2017,DHAVANGERE(KNT),560,300,1000,650
08/Feb/2017,DHAVANGERE(KNT),530,400,1000,700
09/Feb/2017,DHAVANGERE(KNT),700,400,1000,700
10/Feb/2017,DHAVANGERE(KNT),500,400,950,675
13/Feb/2017,DHAVANGERE(KNT),580,300,900,620
14/Feb/2017,DHAVANGERE(KNT),430,300,950,625
15/Feb/2017,DHAVANGERE(KNT),510,400,1000,700
16/Feb/2017,DHAVANGERE(KNT),600,400,950,675
17/Feb/2017,DHAVANGERE(KNT),650,400,900,680
18/Feb/2017,DHAVANGERE(KNT),750,400,1000,700
20/Feb/2017,DHAVANGERE(KNT),650,300,900,650
21/Feb/2017,DHAVANGERE(KNT),540,400,1000,700
22/Feb/2017,DHAVANGERE(KNT),1000,400,950,675
23/Feb/2017,DHAVANGERE(KNT),500,450,950,675
27/Feb/2017,DHAVANGERE(KNT),650,350,900,650
28/Feb/2017,DHAVANGERE(KNT),520,350,900,625
01/Mar/2017,DHAVANGERE(KNT),700,400,900,650
02/Mar/2017,DHAVANGERE(KNT),520,400,900,650
03/Mar/2017,DHAVANGERE(KNT),560,400,900,650
04/Mar/2017,DHAVANGERE(KNT),750,200,900,650
06/Mar/2017,DHAVANGERE(KNT),800,400,900,650
07/Mar/2017,DHAVANGERE(KNT),780,350,900,650
08/Mar/2017,DHAVANGERE(KNT),1000,400,900,650
09/Mar/2017,DHAVANGERE(KNT),950,300,900,600
10/Mar/2017,DHAVANGERE(KNT),400,300,900,600
14/Mar/2017,DHAVANGERE(KNT),600,300,900,650
15/Mar/2017,DHAVANGERE(KNT),960,400,900,650
16/Mar/2017,DHAVANGERE(KNT),500,400,900,650
17/Mar/2017,DHAVANGERE(KNT),960,400,900,650
18/Mar/2017,DHAVANGERE(KNT),500,400,900,650
20/Mar/2017,DHAVANGERE(KNT),750,400,900,650
21/Mar/2017,DHAVANGERE(KNT),500,400,900,650
22/Mar/2017,DHAVANGERE(KNT),500,400,900,650
23/Mar/2017,DHAVANGERE(KNT),500,400,900,650
24/Mar/2017,DHAVANGERE(KNT),520,400,900,650
25/Mar/2017,DHAVANGERE(KNT),500,400,900,650
27/Mar/2017,DHAVANGERE(KNT),600,400,900,650
28/Mar/2017,DHAVANGERE(KNT),300,500,900,700
30/Mar/2017,DHAVANGERE(KNT),350,500,900,700
31/Mar/2017,DHAVANGERE(KNT),400,500,900,700
01/Apr/2017,DHAVANGERE(KNT),500,400,900,650
04/Apr/2017,DHAVANGERE(KNT),450,400,900,650
05/Apr/2017,DHAVANGERE(KNT),150,500,900,700
06/Apr/2017,DHAVANGERE(KNT),300,400,900,650
07/Apr/2017,DHAVANGERE(KNT),250,400,900,650
10/Apr/2017,DHAVANGERE(KNT),500,400,900,650
12/Apr/2017,DHAVANGERE(KNT),520,400,850,625
17/Apr/2017,DHAVANGERE(KNT),500,400,900,650
18/Apr/2017,DHAVANGERE(KNT),550,400,900,650
19/Apr/2017,DHAVANGERE(KNT),750,300,800,550
20/Apr/2017,DHAVANGERE(KNT),480,300,800,550
21/Apr/2017,DHAVANGERE(KNT),500,400,800,600
22/Apr/2017,DHAVANGERE(KNT),1283,600,900,700
24/Apr/2017,DHAVANGERE(KNT),520,400,800,600
25/Apr/2017,DHAVANGERE(KNT),450,400,800,600
26/Apr/2017,DHAVANGERE(KNT),530,400,800,600
27/Apr/2017,DHAVANGERE(KNT),430,400,800,600
28/Apr/2017,DHAVANGERE(KNT),500,400,800,600
03/Jan/2017,DHULIA(MS),3821,200,850,650
04/Jan/2017,DHULIA(MS),2018,200,750,600
06/Jan/2017,DHULIA(MS),2645,200,900,650
07/Jan/2017,DHULIA(MS),3685,200,900,650
10/Jan/2017,DHULIA(MS),5633,150,650,510
